"","game_id","home_team.x","away_team.x","score_differential.x","home_team.y","away_team.y","score_differential.y","home_team.x.x","away_team.x.x","score_differential.x.x","home_team.y.y","away_team.y.y","score_differential.y.y","home_team_win"
"168","2020_12_CLE_JAX","JAX","CLE",-4,"JAX","CLE",-4,"JAX","CLE",-1,"JAX","CLE",-2,0
"169","2020_12_HOU_DET","DET","HOU",-6,"DET","HOU",-9,"DET","HOU",-9,"DET","HOU",-16,0
"170","2020_12_KC_TB","TB","KC",-17,"TB","KC",-13,"TB","KC",-17,"TB","KC",-3,0
"171","2020_12_LAC_BUF","BUF","LAC",1,"BUF","LAC",11,"BUF","LAC",10,"BUF","LAC",10,1
"172","2020_12_LV_ATL","ATL","LV",6,"ATL","LV",13,"ATL","LV",24,"ATL","LV",37,1
"173","2020_12_MIA_NYJ","NYJ","MIA",0,"NYJ","MIA",-10,"NYJ","MIA",-10,"NYJ","MIA",-17,0
"174","2020_12_NO_DEN","DEN","NO",0,"DEN","NO",-17,"DEN","NO",-21,"DEN","NO",-28,0
"175","2020_12_NYG_CIN","CIN","NYG",0,"CIN","NYG",0,"CIN","NYG",-3,"CIN","NYG",-2,0
"176","2020_12_SEA_PHI","PHI","SEA",0,"PHI","SEA",-8,"PHI","SEA",-8,"PHI","SEA",-6,0
"177","2020_12_SF_LA","LA","SF",-4,"LA","SF",-4,"LA","SF",-4,"LA","SF",-3,0
"178","2020_12_TEN_IND","IND","TEN",-7,"IND","TEN",-21,"IND","TEN",-24,"IND","TEN",-19,0
"179","2020_12_WAS_DAL","DAL","WAS",-4,"DAL","WAS",-4,"DAL","WAS",-4,"DAL","WAS",-25,0
"180","2020_13_BUF_SF","SF","BUF",7,"SF","BUF",-10,"SF","BUF",-10,"SF","BUF",-10,0
"181","2020_13_CIN_MIA","MIA","CIN",-7,"MIA","CIN",-1,"MIA","CIN",9,"MIA","CIN",12,1
"182","2020_13_CLE_TEN","TEN","CLE",-10,"TEN","CLE",-31,"TEN","CLE",-20,"TEN","CLE",-6,0
"183","2020_13_DAL_BAL","BAL","DAL",4,"BAL","DAL",7,"BAL","DAL",14,"BAL","DAL",17,1
"184","2020_13_DEN_KC","KC","DEN",0,"KC","DEN",-1,"KC","DEN",3,"KC","DEN",6,1
"185","2020_13_DET_CHI","CHI","DET",3,"CHI","DET",10,"CHI","DET",3,"CHI","DET",-4,0
"186","2020_13_IND_HOU","HOU","IND",-4,"HOU","IND",-4,"HOU","IND",-4,"HOU","IND",-6,0
"187","2020_13_JAX_MIN","MIN","JAX",-9,"MIN","JAX",-3,"MIN","JAX",3,"MIN","JAX",0,0
"188","2020_13_LA_ARI","ARI","LA",7,"ARI","LA",-7,"ARI","LA",-3,"ARI","LA",-10,0
"189","2020_13_LV_NYJ","NYJ","LV",0,"NYJ","LV",-4,"NYJ","LV",-11,"NYJ","LV",-3,0
"190","2020_13_NE_LAC","LAC","NE",-7,"LAC","NE",-28,"LAC","NE",-35,"LAC","NE",-45,0
"191","2020_13_NO_ATL","ATL","NO",-4,"ATL","NO",-5,"ATL","NO",-12,"ATL","NO",-5,0
"192","2020_13_NYG_SEA","SEA","NYG",3,"SEA","NYG",5,"SEA","NYG",-9,"SEA","NYG",-5,0
"193","2020_13_PHI_GB","GB","PHI",-3,"GB","PHI",11,"GB","PHI",17,"GB","PHI",14,1
"194","2020_13_WAS_PIT","PIT","WAS",0,"PIT","WAS",11,"PIT","WAS",4,"PIT","WAS",-6,0
"195","2020_14_ARI_NYG","NYG","ARI",-3,"NYG","ARI",-13,"NYG","ARI",-13,"NYG","ARI",-19,0
"196","2020_14_ATL_LAC","LAC","ATL",0,"LAC","ATL",-7,"LAC","ATL",0,"LAC","ATL",3,1
"197","2020_14_BAL_CLE","CLE","BAL",0,"CLE","BAL",-7,"CLE","BAL",-14,"CLE","BAL",-5,0
"198","2020_14_DAL_CIN","CIN","DAL",-10,"CIN","DAL",-10,"CIN","DAL",-13,"CIN","DAL",-23,0
"199","2020_14_DEN_CAR","CAR","DEN",-6,"CAR","DEN",-6,"CAR","DEN",-15,"CAR","DEN",-5,0
"200","2020_14_GB_DET","DET","GB",0,"DET","GB",0,"DET","GB",-7,"DET","GB",-7,0
"201","2020_14_HOU_CHI","CHI","HOU",7,"CHI","HOU",23,"CHI","HOU",26,"CHI","HOU",29,1
"202","2020_14_IND_LV","LV","IND",-3,"LV","IND",-6,"LV","IND",-7,"LV","IND",-17,0
"203","2020_14_KC_MIA","MIA","KC",7,"MIA","KC",-4,"MIA","KC",-20,"MIA","KC",-6,0
"204","2020_14_MIN_TB","TB","MIN",0,"TB","MIN",11,"TB","MIN",9,"TB","MIN",12,1
"205","2020_14_NE_LA","LA","NE",10,"LA","NE",14,"LA","NE",21,"LA","NE",21,1
"206","2020_14_NO_PHI","PHI","NO",0,"PHI","NO",17,"PHI","NO",3,"PHI","NO",3,1
"207","2020_14_NYJ_SEA","SEA","NYJ",4,"SEA","NYJ",20,"SEA","NYJ",34,"SEA","NYJ",37,1
"208","2020_14_PIT_BUF","BUF","PIT",0,"BUF","PIT",2,"BUF","PIT",16,"BUF","PIT",11,1
"209","2020_14_TEN_JAX","JAX","TEN",-7,"JAX","TEN",-14,"JAX","TEN",-21,"JAX","TEN",-21,0
"210","2020_14_WAS_SF","SF","WAS",7,"SF","WAS",-6,"SF","WAS",-16,"SF","WAS",-8,0
